VARIABLE	beta	SE	ci.lo	ci.hi	t-value	pvalue
Altered_components_Metabolic_Health	-5.018387677482	2.3592139161976	-9.6424469532293	-0.394328401734709	-2.12714397919891	0.0354050886655656
