VARIABLE	beta	SE	ci.lo	ci.hi	t-value	pvalue
Altered_components_Metabolic_Health	-0.317270432612625	0.798598174737488	-1.8825228550981	1.24798198987285	-0.397284194541162	0.691846463368482
