VARIABLE	beta	SE	ci.lo	ci.hi	t-value	pvalue
Altered_components_Metabolic_Health	-0.770770823556476	1.36220859607995	-3.44069967187317	1.89915802476022	-0.565824372107574	0.572543979418559
